"YEAR","RACE","SEX","SITE","EVENT_TYPE","COUNT","POPULATION"
"2002","All Races","Female","Corpus","Mortality","3187",146394634
"2003","All Races","Female","Corpus","Incidence","35781",147679036
"2003","All Races","Female","Corpus","Mortality","3261",147679036
"2004","All Races","Female","Corpus","Incidence","37329",148977286
"2004","All Races","Female","Corpus","Mortality","3272",148977286
"2005","All Races","Female","Corpus","Incidence","38488",150319521
"2005","All Races","Female","Corpus","Mortality","3259",150319521
"2006","All Races","Female","Corpus","Incidence","39594",151732647
"2006","All Races","Female","Corpus","Mortality","3449",151732647
"2007","All Races","Female","Corpus","Incidence","41015",153166353
"2007","All Races","Female","Corpus","Mortality","3377",153166353
"2008","All Races","Female","Corpus","Incidence","42569",154604015
"2008","All Races","Female","Corpus","Mortality","3436",154604015
"2009","All Races","Female","Corpus","Incidence","44411",155964075
"2009","All Races","Female","Corpus","Mortality","3333",155964075
"2010","All Races","Female","Corpus","Incidence","45436",157258820
"2010","All Races","Female","Corpus","Mortality","3644",157258820
"2010-2014","All Races","Female","Corpus","Incidence","239775",791087365
"2010-2014","All Races","Female","Corpus","Mortality","19233",797940140
"2011","All Races","Female","Corpus","Incidence","46529",157079233
"2011","All Races","Female","Corpus","Mortality","3714",158427085
"2012","All Races","Female","Corpus","Incidence","48237",159581546
"2012","All Races","Female","Corpus","Mortality","3812",159581546
"2013","All Races","Female","Corpus","Incidence","49535",160720625
"2013","All Races","Female","Corpus","Mortality","3903",160720625
"2014","All Races","Female","Corpus","Incidence","51234",161952064
"2014","All Races","Female","Corpus","Mortality","4160",161952064
"1999","All Races","Female","Corpus and Uterus, NOS","Incidence","35036",139034769
"1999","All Races","Female","Corpus and Uterus, NOS","Mortality","6468",142237295
"2000","All Races","Female","Corpus and Uterus, NOS","Incidence","35240",140494755
"2000","All Races","Female","Corpus and Uterus, NOS","Mortality","6585",143719004
"2001","All Races","Female","Corpus and Uterus, NOS","Incidence","37053",143603977
"2001","All Races","Female","Corpus and Uterus, NOS","Mortality","6783",145077463
"2002","All Races","Female","Corpus and Uterus, NOS","Incidence","37161",144616076
"2002","All Races","Female","Corpus and Uterus, NOS","Mortality","6853",146394634
"2003","All Races","Female","Corpus and Uterus, NOS","Incidence","37101",147679036
"2003","All Races","Female","Corpus and Uterus, NOS","Mortality","6899",147679036
"2004","All Races","Female","Corpus and Uterus, NOS","Incidence","38583",148977286
"2004","All Races","Female","Corpus and Uterus, NOS","Mortality","6990",148977286
"2005","All Races","Female","Corpus and Uterus, NOS","Incidence","39773",150319521
"2005","All Races","Female","Corpus and Uterus, NOS","Mortality","7096",150319521
"2006","All Races","Female","Corpus and Uterus, NOS","Incidence","40853",151732647
"2006","All Races","Female","Corpus and Uterus, NOS","Mortality","7384",151732647
"2007","All Races","Female","Corpus and Uterus, NOS","Incidence","42288",153166353
"2007","All Races","Female","Corpus and Uterus, NOS","Mortality","7456",153166353
"2008","All Races","Female","Corpus and Uterus, NOS","Incidence","44002",154604015
"2008","All Races","Female","Corpus and Uterus, NOS","Mortality","7675",154604015
"2009","All Races","Female","Corpus and Uterus, NOS","Incidence","45936",155964075
"2009","All Races","Female","Corpus and Uterus, NOS","Mortality","7713",155964075
"2010","All Races","Female","Corpus and Uterus, NOS","Incidence","46929",157258820
"2010","All Races","Female","Corpus and Uterus, NOS","Mortality","8402",157258820
"2010-2014","All Races","Female","Corpus and Uterus, NOS","Incidence","247891",791087365
"2010-2014","All Races","Female","Corpus and Uterus, NOS","Mortality","45006",797940140
"2011","All Races","Female","Corpus and Uterus, NOS","Incidence","48124",157079233
"2011","All Races","Female","Corpus and Uterus, NOS","Mortality","8641",158427085
"2012","All Races","Female","Corpus and Uterus, NOS","Incidence","49854",159581546
"2012","All Races","Female","Corpus and Uterus, NOS","Mortality","8911",159581546
"2013","All Races","Female","Corpus and Uterus, NOS","Incidence","51201",160720625
"2013","All Races","Female","Corpus and Uterus, NOS","Mortality","9325",160720625
"2014","All Races","Female","Corpus and Uterus, NOS","Incidence","53028",161952064
"2014","All Races","Female","Corpus and Uterus, NOS","Mortality","9727",161952064
"1999","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","639",139034769
"2000","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","662",140494755
"2001","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","708",143603977
"2002","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","713",144616076
"2003","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","835",147679036
"2004","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","793",148977286
"2005","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","809",150319521
"2006","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","721",151732647
"2007","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","753",153166353
"2008","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","783",154604015
"2009","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","780",155964075
"2010","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","755",157258820
"2010-2014","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","3580",791087365
"2011","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","711",157079233
"2012","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","688",159581546
"2013","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","757",160720625
"2014","All Races","Female","Cranial Nerves and Other Nervous System","Incidence","685",161952064
"1999","All Races","Female","Digestive System","Incidence","115207",139034769
"1999","All Races","Female","Digestive System","Mortality","60610",142237295
"2000","All Races","Female","Digestive System","Incidence","116580",140494755
"2000","All Races","Female","Digestive System","Mortality","61220",143719004
"2001","All Races","Female","Digestive System","Incidence","118914",143603977
"2001","All Races","Female","Digestive System","Mortality","61023",145077463
"2002","All Races","Female","Digestive System","Incidence","118621",144616076
"2002","All Races","Female","Digestive System","Mortality","60573",146394634
"2003","All Races","Female","Digestive System","Incidence","121779",147679036
"2003","All Races","Female","Digestive System","Mortality","60832",147679036
"2004","All Races","Female","Digestive System","Incidence","121649",148977286
"2004","All Races","Female","Digestive System","Mortality","60088",148977286
"2005","All Races","Female","Digestive System","Incidence","122295",150319521
"2005","All Races","Female","Digestive System","Mortality","60133",150319521
"2006","All Races","Female","Digestive System","Incidence","122989",151732647
"2006","All Races","Female","Digestive System","Mortality","60934",151732647
"2007","All Races","Female","Digestive System","Incidence","123203",153166353
"2007","All Races","Female","Digestive System","Mortality","60583",153166353
"2008","All Races","Female","Digestive System","Incidence","124366",154604015
"2008","All Races","Female","Digestive System","Mortality","61246",154604015
"2009","All Races","Female","Digestive System","Incidence","123721",155964075
"2009","All Races","Female","Digestive System","Mortality","60867",155964075
"2010","All Races","Female","Digestive System","Incidence","123449",157258820
"2010","All Races","Female","Digestive System","Mortality","61982",157258820
"2010-2014","All Races","Female","Digestive System","Incidence","622869",791087365
"2010-2014","All Races","Female","Digestive System","Mortality","315874",797940140
"2011","All Races","Female","Digestive System","Incidence","123091",157079233
"2011","All Races","Female","Digestive System","Mortality","62444",158427085
"2012","All Races","Female","Digestive System","Incidence","124892",159581546
"2012","All Races","Female","Digestive System","Mortality","63242",159581546
"2013","All Races","Female","Digestive System","Incidence","126638",160720625
"2013","All Races","Female","Digestive System","Mortality","63528",160720625
"2014","All Races","Female","Digestive System","Incidence","128500",161952064
"2014","All Races","Female","Digestive System","Mortality","64678",161952064
"1999","All Races","Female","Endocrine System","Incidence","14523",139034769
"1999","All Races","Female","Endocrine System","Mortality","1162",142237295
"2000","All Races","Female","Endocrine System","Incidence","16343",140494755
"2000","All Races","Female","Endocrine System","Mortality","1204",143719004
"2001","All Races","Female","Endocrine System","Incidence","17633",143603977
"2001","All Races","Female","Endocrine System","Mortality","1235",145077463
"2002","All Races","Female","Endocrine System","Incidence","18986",144616076
"2002","All Races","Female","Endocrine System","Mortality","1224",146394634
"2003","All Races","Female","Endocrine System","Incidence","20696",147679036
"2003","All Races","Female","Endocrine System","Mortality","1188",147679036
"2004","All Races","Female","Endocrine System","Incidence","22619",148977286
"2004","All Races","Female","Endocrine System","Mortality","1245",148977286
"2005","All Races","Female","Endocrine System","Incidence","24559",150319521
"2005","All Races","Female","Endocrine System","Mortality","1278",150319521
"2006","All Races","Female","Endocrine System","Incidence","26507",151732647
"2006","All Races","Female","Endocrine System","Mortality","1355",151732647
"2007","All Races","Female","Endocrine System","Incidence","28699",153166353
"2007","All Races","Female","Endocrine System","Mortality","1353",153166353
"2008","All Races","Female","Endocrine System","Incidence","31388",154604015
"2008","All Races","Female","Endocrine System","Mortality","1400",154604015
"2009","All Races","Female","Endocrine System","Incidence","33424",155964075
"2009","All Races","Female","Endocrine System","Mortality","1426",155964075
"2010","All Races","Female","Endocrine System","Incidence","34240",157258820
"2010","All Races","Female","Endocrine System","Mortality","1421",157258820
"2010-2014","All Races","Female","Endocrine System","Incidence","179654",791087365
"2010-2014","All Races","Female","Endocrine System","Mortality","7196",797940140
"2011","All Races","Female","Endocrine System","Incidence","35179",157079233
"2011","All Races","Female","Endocrine System","Mortality","1398",158427085
"2012","All Races","Female","Endocrine System","Incidence","36809",159581546
"2012","All Races","Female","Endocrine System","Mortality","1396",159581546
"2013","All Races","Female","Endocrine System","Incidence","37653",160720625
"2013","All Races","Female","Endocrine System","Mortality","1457",160720625
"2014","All Races","Female","Endocrine System","Incidence","37221",161952064
"2014","All Races","Female","Endocrine System","Mortality","1524",161952064
"1999","All Races","Female","Esophagus","Incidence","3242",139034769
"1999","All Races","Female","Esophagus","Mortality","2824",142237295
"2000","All Races","Female","Esophagus","Incidence","3369",140494755
"2000","All Races","Female","Esophagus","Mortality","2953",143719004
"2001","All Races","Female","Esophagus","Incidence","3318",143603977
"2001","All Races","Female","Esophagus","Mortality","2923",145077463
"2002","All Races","Female","Esophagus","Incidence","3279",144616076
